GeneName,sampleA,sampleB,sampleC,sampleD,sampleE,sampleF,sampleG,sampleH
AK158853,8.1429962976,8.2258496923,7.398180754,8.7200216909,8.530078446,7.463477202,7.8610843517,7.8137139184
chr9:89167172-89168980_F,9.9468133439,10.3599096111,9.3289700276,9.9868708353,9.5703824513,9.1435976517,9.2394830574,9.6705859973
Fam78b,6.2553927643,6.4203918373,6.4448262465,6.2452833172,6.7364264842,6.5896336974,6.3659856888,6.3533825966
Rhox3h,6.721279996,6.6912170826,6.6372652142,6.6220386446,6.5743442036,6.5305143799,6.7463397693,6.7824017645
Nploc4,12.0752742893,12.0730869792,12.3432330897,12.2212400959,12.2980820102,12.3141365336,12.0449232138,12.1500748042
Ahsp,6.462032143,6.4348559273,6.5201018967,6.4345088863,6.3036270061,6.439227548,6.2727592127,6.344496449
CB272284,6.5250048066,6.3741613955,6.4389174373,6.3939725185,6.4726773933,6.4392662422,6.4132547252,6.432949302
Rgs6,6.3427953175,6.5419980131,6.3557635884,6.5026607345,6.5968780117,6.6036739799,6.485419594,6.3581043878
Cab39l,6.6477640926,6.7499416767,7.0287931307,7.0510213371,6.8449745561,6.8484023176,6.9231448124,6.809821541
Dnah17,6.1467781545,6.2839309022,6.2997773805,6.0570698171,6.1404247992,6.3264543988,6.2425056507,6.2602664211
chr10:72559397-72946868_F,6.3430136683,6.2072251187,6.2631306312,6.1698185154,6.3320856886,6.3013810606,6.3590523197,6.4242082112
LOC100862444,16.8385896105,16.553237181,16.7315278613,16.8560692252,16.829343369,16.8230954004,16.9418358219,16.9056814218
Sars,15.0826932719,14.9630054046,14.074439462,15.3278866309,15.1686280608,13.9246567025,14.5097025996,14.1280420655
Rps9,17.0107184653,17.0451188384,16.9711259547,17.0301573641,17.1219843305,16.9519088356,16.9780574073,16.9252242566
Tlr8,6.2341189542,6.0811044902,6.2713193773,6.1554205954,6.2143924631,6.0656491811,6.1827010458,6.3136335725
Neto1,6.2721904355,6.2625000239,6.5664342935,6.2621417689,6.3543928961,6.7160438568,6.1793270747,6.2884730384
Gpr155,6.5230883525,6.4601316721,6.4957509773,6.2523168063,6.2677906177,6.3031445466,6.3919694297,6.6141154699
Sept7,14.2338150635,13.9808111426,13.9628986756,14.562611849,14.1976398273,14.0422505717,14.3274144229,14.1786921483
Sstr2,6.1718653139,6.0133908123,6.1670525967,6.2220251237,6.2381762591,6.0902559666,6.0834969207,6.0003917393
4930549C01Rik,6.097809013,6.0327857246,6.1644601648,6.4287979865,6.2354583318,6.07400112,6.0768409015,6.2158351242
Capn2,13.467268193,13.635682116,13.0875827844,13.8747164666,13.7537865992,13.4616166476,13.2260415111,14.6507257331
Dhh,6.9548603533,7.183955874,7.6327476002,8.4106609104,7.8316703034,7.8849607269,7.9814053498,6.526877246
Fbxl16,6.6584953854,6.7359843417,6.5717178777,6.4991949648,6.6489931466,6.6477316598,6.9033111576,6.6458176988
Gm38559,6.2391338073,6.4444836151,6.3243227644,6.3508585162,6.5611559223,6.230022371,6.3000022041,6.3056197543
Lage3,11.7506918215,11.9224182101,12.3521374426,12.3265412127,12.2577002647,12.572755814,12.3423690267,12.3938190748
Gm16982,6.1657544638,6.0827336021,6.2007948299,6.1187510579,6.3013119632,6.4356429666,6.1917331884,6.2098614689
Snd1,6.3183952072,6.5014190263,6.5767962891,6.3604221279,6.4385336306,6.6963069427,6.3198726413,6.4088703366
Rnf223,6.9676357961,7.2033214654,7.1947134325,6.9047827694,6.720971478,7.1240581495,6.9754234445,6.9039152133
Nol4,6.1969357341,6.2181038967,6.2006993175,6.2844643044,6.1973985833,6.1702254389,6.2045241879,6.2994090829
chr19:55715078-55776694_R,6.0731781487,6.0321676081,6.0540487109,6.1295612255,6.0205583757,6.0266409882,6.0609518923,5.9876955063
Vstm5,7.0789715549,7.1535583243,6.7482084538,6.1351982958,6.2648990729,6.2943569764,6.7550276895,6.5184447747
Slc30a7,8.0894960258,8.6791161976,7.8741275767,8.200672218,7.933687866,7.9397178359,8.1759359978,8.4189351871
D830044I16Rik,6.4149675264,6.3937937552,6.3244943167,6.4443112371,6.3759612706,6.5344165512,6.6506384444,6.3014144176
Uba6,7.260854515,7.0534706759,7.41707696,7.2132159699,7.2096419771,7.5096019686,7.5448544073,7.3128345251
Agbl3,6.5063492079,6.416930759,6.4280992613,6.7089151682,6.6739076135,6.5507591574,6.4065352236,6.484749562
Tmem8b,6.415925575,6.3426264706,6.0778166041,6.5552888462,6.4017251851,6.2606759592,6.3083346269,6.1063247227
Efcab14,7.35065765,7.2395037076,7.2774443874,7.227969173,7.5312830289,7.2427331969,7.537770037,7.7332000637
Hps1,9.7482778502,9.5164529233,8.9951192315,9.1563572016,9.0956028468,8.9500530001,8.9374068128,9.5050893583
chr7:114386535-114443910_F,7.9281248185,7.6139244841,7.8469829513,7.8631635872,7.8074179071,7.8421192573,8.2089564476,8.0998206488
chr6:134838675-134847075_R,6.2491664736,6.418769342,6.2865343912,6.3781228914,6.4209805884,6.3911739773,6.2284251235,6.2713149242
Unc119b,13.1788520403,13.7626725895,12.8182924296,13.0949855482,13.2586557684,12.9049984005,12.9148590886,13.3781068958
chr6:47692090-47713542_F,6.6339452142,7.560876748,6.5810185867,6.9062100623,7.6715207024,6.9307396156,6.4520367896,6.5483959585
Tmem222,13.2679080928,13.3594307439,12.9342810769,13.1347158818,13.1571351762,12.8702253049,12.8437594501,13.1405945573
2610037D02Rik,10.2768208602,10.7762065221,9.8377877053,10.2332217798,9.9512573991,9.6779474448,10.3554987211,10.1790777594
NAP095610-001,17.3658976305,17.2917848064,17.2568870731,17.3282950516,17.3559501019,17.3337411301,17.4974654795,17.4524611442
Gm36299,6.6523978956,6.4486078259,6.635152539,6.538655332,6.7021192132,6.5111773501,6.5525127132,6.3356158507
Tdrd12,6.1924575687,6.2737848591,6.1844754029,6.0652933574,6.1306266968,6.2597168256,6.2527637608,6.1755014565
Ptprc,11.3831237941,11.902810296,11.3615857775,11.6193079476,11.9249551442,11.4493920697,10.9575980417,11.4090857673
Gm19343,6.0626811293,5.980463338,6.032687495,6.1206020457,6.0215688628,6.0449370724,6.0017603559,5.9506999038
2900097C17Rik,10.6963331363,10.5490364519,10.5171601583,10.6411295235,10.3867140505,10.3667050436,10.4781225734,10.4445639543
Ubxn2b,6.4196195719,6.621700088,6.657751183,6.577891694,6.5858996121,6.5341033518,6.5828980408,6.8397691569
B130046B21Rik,6.2565852918,6.32550856,6.0844302977,6.4495784267,6.070301519,6.4139892519,6.5733313777,6.3973129934
B020004J07Rik,6.1745557925,6.0899701487,6.0441555433,6.2242239257,6.1584111182,6.1158349107,5.9749301024,6.1531969047
Adamtsl1,5.9277437922,6.2082539033,6.3560398827,6.3537808441,6.4872423669,6.2939312368,6.4687862944,6.140668679
S1pr5,6.4927282949,6.3588702063,6.3095831348,6.3603212225,6.4644346018,6.3745140168,6.5782803829,6.3625766352
Usp42,11.0028627031,10.9030801454,10.567975707,10.6627245664,10.7344056778,10.7186733417,10.5355291617,10.19751005
Hmgn2,13.3751433528,12.0689971468,13.4835955537,13.4964256179,13.3345999576,13.6539576,13.6047984882,13.9689609721
Map2k3,6.4099002777,6.4515070103,6.6038729284,6.5059524076,6.5774988429,6.6744050222,6.584578569,6.4078566274
AK086931,6.2977272877,6.2570796095,6.159047994,7.4025917169,6.1981319642,6.2125205111,6.2156792693,6.3013680592
Clpp,13.0143918782,12.9201162363,13.7604903289,12.8758856831,13.2301660834,13.7785496356,13.5122494382,12.8582103615
Eml5,7.7537219146,7.9409351977,8.1865108088,7.7467422985,7.4089946535,7.7363740284,7.6911022247,8.160845527
Fn3k,5.8996059748,6.0172602078,6.1119348199,6.1317895451,6.1628690694,6.0560621373,6.2483655343,6.0902257141
Olfr553,7.8865524428,7.5997681087,7.7611384839,7.5531182962,7.5571371993,7.6382821859,7.7287820536,7.7341042688
Gm10517,6.3759859464,6.395419247,6.4273864581,6.2870377752,6.1916026918,6.2756682921,6.2892866533,6.3934439508
Xk,6.1399016103,6.0908509019,6.6699920943,6.2274352445,6.2496462381,6.7221434569,6.3237132126,6.8424040921
Glb1,13.0696525796,13.4219647403,12.8423755884,12.9431731949,12.9421319194,12.8423755884,12.7631792523,13.4019542078
Kirrel,6.0953081421,6.0290468463,6.1818421082,6.2351773511,6.0454779216,6.2061030404,6.0662964361,6.1306998014
chr6:122741562-122743423_R,10.8955494293,11.0632299474,10.8883057298,10.8819300395,10.827037853,10.764406757,10.8677022572,10.81824501
AA553199,5.9638282823,6.0627329678,6.0520062088,6.179818598,6.0374373721,6.0434435344,6.0701087838,6.1202624898
Nipal2,6.17597479,6.1578896669,6.2780348384,6.0033398912,6.163946435,6.2003745874,6.2538545375,6.3307165357
Sema6a,6.6528187685,6.4313443961,6.6281859887,6.493663095,7.0276639811,6.6482127644,6.5465559871,6.2721954013
A430033K04Rik,7.0519650747,6.5774432662,7.0408752417,7.1463341597,6.7458007966,6.9868602993,6.9005105517,6.6871291896
Cbx3,14.2984753686,13.9933169886,14.8949311208,14.1619689087,14.0530326793,14.7323896787,14.6768981867,14.9854336717
AI466633,6.1256834298,6.2535772518,5.9498694008,6.1370170036,6.1251603394,6.1679934791,6.2054382293,6.0527447406
Tktl2,6.0505485987,6.0426684588,6.1940954444,6.2358932809,6.1917331884,6.2612534718,6.1311817737,6.1388456081
Chrnd,6.4173820045,6.2759725099,6.580170466,6.3155825505,6.1561368852,6.3476506502,6.2340949069,6.4531941414
AW554918,6.3157891215,6.1715670775,6.4488944767,6.4451556663,6.4317409368,6.435360341,6.4344338437,6.3291401104
Olfr55,6.0990827951,6.0187153818,5.8067662171,5.9938023168,6.014705347,5.9746569202,5.9830859198,6.053594314
Gm572,7.4154725019,7.2215744041,7.4840212266,7.5156743399,7.5450275967,7.5702292792,7.3599226434,7.5304877611
Gpr35,6.2160227515,6.0663600663,6.1419330793,6.2252515178,6.1529637632,6.1011841094,6.1782116127,6.0046292386
Jarid2,10.9172064684,11.5662236463,10.8257028828,10.9789752168,10.6970154146,10.8972491385,10.4917327982,9.8344887438
C87436,8.9792879996,9.5238497696,9.0636082719,9.5808591161,9.3850228228,9.1580345383,9.28857785,9.5091484551
chr1:167218236-167218418_F,6.4353757417,6.3031794914,6.4293988023,6.1264526171,6.5142817268,6.4009267448,6.2844090574,6.3215394548
chr6:116123643-116124550_F,15.6496138346,15.0133131541,16.3421946231,15.882522846,16.0881451461,16.7362307891,16.5740946284,16.6785986414
Mtus2,6.0197316011,6.1047970452,6.0878842283,6.1696113181,6.134975331,5.9820811204,6.085069883,6.122933595
Kcna2,6.0725817352,6.0973335799,6.12329913,6.2657498291,6.0456196962,6.1744220049,6.1532778798,6.1895531422
Lrfn5,6.7302734022,6.0737735792,5.8896535778,6.0253615041,6.2946239588,5.9159335878,6.1141475154,5.9629958336
Gfm2,8.5233507164,9.5661603808,8.9051214401,9.2303253926,9.210896875,8.9614652258,8.7644738859,8.9002208373
Elmsan1,9.7673940953,9.5650706964,9.6261526682,9.4096452275,9.1895451297,9.4668573151,9.9205337233,9.7296176895
Foxn3,7.0450920413,6.9637987157,6.8914493954,7.0198889169,7.0546818092,6.8922857809,6.8721898452,6.9433816558
Fndc3c1,6.8144198604,7.1065832582,7.1057622037,6.1411286592,6.4194309945,6.5359186824,6.6744989596,7.3056300043
Serpina1b,7.793564822,7.5746696564,7.8795875959,7.8604060135,7.6609917495,7.9506165578,7.7789068004,7.8942285798
Arl13b,10.4693546081,9.9905222056,9.4387094335,10.2880417995,9.8216107192,9.5590388619,9.8822380958,9.0197592097
Gm12530,6.1375225066,6.2354845685,6.0859971878,6.1514908737,6.0792368947,6.1500689198,6.3177057384,6.1262900766
Car14,7.1019732021,6.9279796456,7.0837816934,7.238407547,6.9259419687,7.0651090231,6.8781318894,6.8277680764
Abca9,6.0705778312,6.0736612398,6.0122227562,6.166285579,6.0486584404,5.9832650664,5.9848504052,6.0261320917
Zwilch,8.2566307343,7.7977983346,8.8949889989,7.9863319407,8.1810447944,8.9911063562,8.4726241394,8.383620837
Mon1b,11.5275160857,12.0234267782,11.6062525512,11.8958888927,12.1224784626,11.652663731,11.3789859,11.5848052735
Cog5,7.2843033091,6.8609917665,6.9179800491,7.1263167378,6.9412869362,7.0836191607,7.3489339687,7.5064647341
Calu,10.034213426,9.8668032706,10.9556793946,10.3165794048,10.475228427,11.0435338951,10.4208654367,10.1198079332
Cpd,11.1016410997,10.9216974459,10.4524924955,10.3933280119,9.9447509238,9.8691652278,11.2136609852,11.045120824
chr18:84303291-84303890_F,6.1738803044,6.2345426637,6.0733722017,6.0405775225,6.1135907624,6.2192111163,6.1110251981,6.2046791554
Map3k9,6.8153597487,7.0829671862,6.5152575153,7.0893399024,6.7685036564,6.4557491352,6.5313853265,6.3438920553
B230369F24Rik,6.42512732,6.8168522923,6.6343215807,6.6870884628,6.6247731822,6.6162859837,6.325417953,6.4204366486
Ifng,11.1409642387,10.5613557969,12.5137924729,13.5612589648,14.4159676821,14.4019460654,13.0865954155,9.3604287856
Gm39139,6.1922170073,6.1185442874,6.0645356646,6.0046551118,6.0683831583,6.1194004626,5.9455778278,6.1130875336
Bod1,9.0967337284,9.1485017363,9.1414015256,8.8298352579,8.6274973537,9.010912888,9.0675205566,8.8874218066
chr3:63673371-63703295_R,6.7407216802,6.6978957454,6.780262812,6.6963069427,6.5688868635,6.6492081121,6.575390505,6.7207444467
AI530533,6.4113351218,6.7566368618,6.5508828848,6.4814997484,6.3275710458,6.5964000815,6.5295459422,6.73195647
Usp48,10.922579062,10.9556793946,10.578309988,10.3980032765,10.3299581556,10.4702019774,10.6046837857,10.681505761
Nme2,17.0797897915,17.067876902,17.465043035,17.161549737,17.0640437295,17.5598105484,17.5244804362,17.5406208678
Ppm1f,6.8903771022,6.6618934573,7.2782995234,6.5445917321,6.432410946,7.2046526949,6.8422871626,6.8411183984
Zcchc11,9.92266951,9.3869035441,9.0347355734,9.4579033193,9.0805024944,9.3006179467,9.6530593896,9.8264048188
Ankrd12,6.3327844046,6.2384650807,6.3629963004,6.4757355497,6.4313576387,6.2533648557,6.3581511793,6.5488470453
Ankar,6.2873049566,6.3767894911,6.2101757985,6.2829084356,6.1845651065,6.1083026621,6.2808815287,6.417756822
Olfr786,6.1388882997,6.3694612013,6.3921722427,6.3172489226,6.3616157533,6.2707218593,6.3573781594,6.2241039415
Lztfl1,6.5442359935,6.5715840033,6.5229236646,6.4869654297,6.6220706135,6.548537543,6.6222068476,6.2880168024
Arhgap6,6.0939004981,6.0984470051,6.1630147417,6.0765426962,6.2044272431,6.1295287717,6.2139355715,6.3166938111
Spen,11.2103493068,11.3062626763,11.4619851839,11.0039640035,11.2295554877,11.1926447753,11.3093246678,11.2654053256
NAP062746-1,16.7112594966,16.6390107974,16.7898840949,16.6310869189,16.5190181673,16.6164439803,16.7464792081,16.853592012
L3hypdh,6.5267650117,6.4662542729,6.6149377961,6.4241470502,6.518048469,6.6060260313,6.500336924,6.2448671859
Snhg11,6.2385920767,6.461112421,6.1565873943,6.2176003892,6.1996087083,6.2004630191,6.2690081337,6.5288801108
Pdxdc1,8.9969979412,8.6416224614,9.8460772764,9.2809123776,9.1880475799,9.7620023706,9.5018581181,9.7660833535
Brd7,9.2468688416,9.2322605839,9.5721195855,9.3335727063,9.2592865436,9.483518621,9.2929208543,9.1470030716
chr16:34559623-34560462_R,6.1290251135,6.1422899144,6.1537487856,6.1874048265,6.2809118857,6.0487478726,6.1108683054,6.0780687884
Ccnt2,7.6939163838,7.6221301571,7.6311944978,7.6051157481,7.6710797883,7.6184488128,7.6280514519,7.4113963072
LOC102641570,6.1711021316,6.3530961575,6.1136916853,6.2081409815,6.2671116891,6.4995832767,6.3935140663,6.1946517024
AY512915,6.3035136792,6.2896165187,6.1089899057,6.2114231128,6.1286944734,6.2126562309,6.2148209791,6.2084232279
Faf2,12.0656274236,12.0357325681,12.2002776875,11.8599453468,12.0334958707,12.2317653688,12.0643584783,11.710056218
chr12:110909258-110913909_F,6.6710001357,6.3278706559,6.5469865259,6.5808236901,6.4299912249,6.1978202399,6.4659515024,6.4838293365
Fut10,6.1850404284,6.0391072012,6.3496125964,6.1855808369,6.3118821359,6.3691297142,6.4145666442,6.3207387262
Msi2,12.0117976338,11.5369341351,12.518114264,12.676480469,13.1001452605,12.8364464551,12.2477241415,11.7442245278
Hsf3,6.3040181856,6.0863940743,6.2336990859,6.1217568051,5.9965012826,6.0827165255,6.3000502565,6.20999756
Zap70,14.6826765012,14.4228510071,14.0522729915,14.4962789763,14.2555482767,13.8947427266,14.1695329139,14.1097742558
Lipe,9.2621174531,8.9837800633,8.9209964176,8.8624788021,8.6422511245,8.9987643736,8.7761390777,8.779359294
Scgb3a2,7.2545122564,7.31904704,7.2742972117,7.4194399544,7.3173426168,7.3362868118,7.4751656945,7.3666717371
chr9:67414463-67483185_F,6.4585109905,6.3369591949,6.3395468135,6.2920708792,6.2281155149,6.2199560407,6.2831591648,6.3157658981
Cfap53,6.2388693731,6.3668382508,6.2772691377,6.4040159571,6.300539523,6.472997463,6.135998107,5.9440944808
Tac1,6.5825513592,6.4281180119,6.1007146813,6.2400505511,6.0934758123,6.4394666898,6.1482995615,5.9688321425
Gpr143,6.3020830664,6.3324086171,6.3421966673,6.2480489719,6.2067128074,6.1650327434,6.2671711435,6.3497359207
Htr2a,6.3613081061,6.3829036769,6.3756312655,6.4007739253,6.4077940868,6.5891472669,6.432484934,6.3893496702
Atoh1,6.1073067048,5.9741166344,5.9795913979,6.0388049124,5.909455509,5.9423969115,6.0641945259,5.8030924262
4930578I06Rik,6.4852907636,6.3665603694,6.3894647452,6.4741195132,6.4368741684,6.2947978254,6.1422490692,6.3195990368
Cdc34,15.5397924526,15.9424082634,16.6585994343,15.7732800423,15.7471192893,16.2836041831,15.7984875154,15.9367346256
LOC102642028,7.0198889169,6.5280970253,6.6793509981,6.6941918161,6.5651685994,6.5823145246,6.8253304959,6.6509638691
AK162774,9.878337053,9.6521153785,8.5220095371,8.8584138352,9.0096525643,8.5521239768,9.2201348437,9.2223579629
Neurod1,6.0277484946,6.1092187012,6.1564823668,6.1644163447,6.2568920018,6.0297482207,6.0847048594,6.104475335
CF616882,6.1791830891,6.1301632833,6.2086859206,6.2076283606,6.2649880319,6.3346418291,6.1011841094,6.230168772
Atp2c1,9.6027176252,9.7199548808,10.0995045788,9.8439675785,10.0339173552,10.0840545643,10.0492257192,10.1109335488
Wdr25,6.4025796034,6.7235352897,6.7921448241,6.5711985039,6.4344478247,6.7409808952,6.7779809604,6.5598431824
Jpx,7.9867799161,8.2900086661,7.5481501973,8.6240350144,7.9359872021,7.2423605715,7.3996506869,7.6363261425
2610020P09Rik,7.9492973435,7.8249668967,7.9076614965,7.9076614965,8.0152976776,7.823150631,7.9248797338,7.9498792727
Smap2,12.0868456788,11.8910560042,12.2016056028,12.0310065963,12.0426393389,12.343584322,12.3123457927,13.5083040348
Smc6,11.4135251787,11.1614129975,10.1717799426,10.0362797656,9.7918615798,10.1147281091,10.37937411,10.6008324704
9430038I01Rik,6.513346603,6.4296915241,6.7367454779,6.7697964057,6.6950950036,6.6162859837,6.5949269585,6.6547554727
Fam133b,7.233195225,7.081493547,7.264433722,6.7802917443,7.0834755203,7.0578589866,7.3734720005,7.7392003426
Cryz,8.1057388983,7.7931902176,7.5279728633,7.6592566349,7.6271219266,7.5272509691,7.6790648316,7.6292314198
Piwil4,6.1771262102,6.1140336422,6.1466264995,6.1132818993,6.2080409974,6.2411498589,6.0374564901,6.0554514957
Gdpgp1,8.2233578939,8.7004050279,9.0667530927,8.2994186052,8.5032057845,8.9382852592,8.4339745522,8.713424909
Ptgis,6.7580534113,6.7922886368,6.6448292448,6.7329252424,6.9571177125,6.5801031055,6.9024313374,6.7337284545
Mid1,7.3377774208,7.0230969693,7.2485749226,7.2181861754,7.1778099672,7.0850538323,7.4054210291,7.4977118958
Zfp13,7.5368173283,7.4937674621,7.6954354476,7.3966891573,7.3168919067,7.4395460045,7.4808175357,7.5346190399
LOC432596,7.4005552085,8.0823167434,7.5806722707,8.5632095976,8.5968921277,7.5812142652,7.1744251927,8.1819984668
Rbm7,12.0501948452,11.9815062312,11.7617892319,11.5078231128,11.4229345932,11.7069688185,11.7520342416,11.9924034378
Gm13420,6.178412888,6.4242494449,6.3643933175,6.108370278,6.2503903683,6.200618417,6.1213309843,6.4400038082
LOC102637720,6.0887352758,6.1774241715,6.2090142643,6.2974917727,6.4834130005,6.2502538945,6.3657888084,6.2664690117
Cd14,6.8165381385,6.60238271,6.9176510221,6.6314242368,6.7678852377,6.814196677,6.8104277919,6.6563419531
Setd2,7.643187463,7.5139635585,7.5709312322,7.6474134824,7.6161975034,7.587098771,7.655928582,7.5880535686
Tmem30a,11.4280160222,11.2545644159,11.3085763594,11.3070633184,11.348612986,11.3674680954,11.2702056004,11.6238785263
Elk4,6.3426415823,6.3205491966,6.2627327367,6.3592714081,6.3527061724,6.2211737612,6.4080188318,6.2606669877
Dedd2,7.5273691762,7.6472021523,7.4907519037,7.6145630861,7.444467844,7.5874767126,7.4559546503,7.7343745809
Golgb1,10.5799588959,10.5981799479,10.1263919251,10.7390619767,10.7921568995,10.0539308625,10.4035402522,10.2853114402
P2rx7,9.0195192089,8.7049775451,8.2649061143,9.9933669769,9.1190133107,8.387052323,8.6855985919,9.4069634296
Cep152,7.2826451197,7.0023206472,7.5494571916,7.065834063,7.4049738058,7.5303563538,7.3105697715,7.4425185837
C230034O21Rik,6.0631876119,6.1187680633,6.2956676749,6.0484502692,6.0596936662,6.0942892124,6.1247972664,6.2120363554
Arsb,6.3586985191,6.3658722972,6.7236201542,6.9542895074,6.5870213865,7.4557260014,6.5292633833,6.8246579025
Gm35425,6.2907078098,6.2045320397,6.1720605846,6.1535241416,6.3062824927,6.3224275344,6.1338751561,6.1228249495
Magea3,6.5262170984,6.5971893456,6.448244125,6.4462686763,6.4414321683,6.2463205683,6.5799540396,6.4264708417
Zfp467,8.6209825654,8.4154216869,9.5504447124,9.255922329,10.9311922497,9.8698932381,7.645086722,9.395620807
Fam179a,5.9607190289,6.2276865524,6.0443990428,6.1637348324,6.1673000881,6.0564759012,6.0657846824,6.0538670294
Olfr1170,7.3524111802,7.0792766466,7.0427106451,7.2391969369,6.9490770015,7.0917202405,7.0407506832,7.1343118574
Pex3,6.2290631856,6.1198136685,6.2071176661,6.0795020045,6.1535018925,6.1743033029,6.0797076295,6.1648533123
Cacna2d1,6.2722655278,6.4742780107,6.2913023925,6.4855097288,6.6340869869,6.2928595494,6.3286810517,6.3579695905
Cacna2d1,6.2137113137,6.2710352072,6.0941411643,6.1952980085,6.2503903683,6.2499115587,6.5360614788,6.2126100783
Sec14l2,7.6568353201,7.5726254033,8.3164595374,7.6517892891,7.6332923705,7.9579708377,7.8284462317,7.639984163
Olfr890,6.198760831,6.2558612592,6.1535054048,6.0015374028,6.1994881848,5.9520569109,6.2851180581,6.2301125184
Hmgxb3,10.8225454357,11.227923098,10.8082891996,10.7507890912,10.8091708006,10.4954172217,10.9703037794,11.2538783197
Nphs2,6.5218112932,6.682116773,6.4214726907,6.7201109721,6.5600241688,6.5529086863,6.6785322098,6.6222802916
Kif9,6.868322282,6.8307614916,6.5295099011,7.0674320037,7.127284691,6.5983678173,6.839109125,6.67487956
Pcdh12,6.1690995649,6.1734134511,6.0815608332,6.2592685536,6.2361771017,6.4995298424,6.3828427479,6.2591069373
5330416C01Rik,6.12329913,6.0989213038,6.0365993754,6.1251071743,6.0471848705,6.1637348324,6.2174824672,6.148426784
Nfxl1,7.5381635904,7.443098893,7.6532706728,7.3977035734,7.327864248,7.6514381911,7.4227594103,7.0534706759
Olfr577,7.1195997066,6.8786044501,6.9075880774,7.1470000452,6.8516175039,6.902158694,6.753052671,6.8082475832
Gpi1,16.8929944576,17.1844371375,16.579073651,16.744034144,17.0165808486,15.9156327993,17.1215933232,17.0857846153
Rpl17,16.5080059708,17.0841585885,16.534668115,17.0314887789,16.9051034104,16.5664921838,16.554721005,16.7374998879
Samd10,10.9968289677,10.5928984637,10.6399548267,10.8610731743,10.6818507731,10.7263009977,10.9549172296,11.0579386789
Cdk14,6.2249379667,6.2134156602,6.2134657793,6.2283347752,6.3017954907,6.2881968037,6.1871236175,6.304462446
NAP113831-1,17.2997440931,17.3996246366,17.6278437378,17.4735119632,17.5079852717,17.4885189731,17.3254689833,17.5854430464
Sec14l3,6.2800939814,6.2429001026,6.3630810026,6.3774543787,6.340884649,6.5112692211,6.3447728984,6.2555737189
Golga7b,6.104786144,6.0891773574,6.284264611,6.0780687884,6.1379692554,6.1214306417,6.0017603559,6.0463340322
Tbc1d22b,10.5358322431,10.570435848,10.9685387409,10.571461781,10.5436181874,10.8706063852,10.4836230083,11.1672066736
Tsc2,9.0700059998,8.5905849808,9.2463763166,9.0577264111,9.2126123746,9.2480239184,9.14551573,9.0472990158
A_55_P2564373,6.21289792,6.4342684567,6.4713886307,6.0827592586,6.1629451047,6.2642389409,6.1814847937,6.2926081624
Gm15816,6.2646676298,6.4011142775,6.5382661097,6.4966403695,6.4803409268,6.3567847583,6.2086692392,6.2603903577
chr9:43738583-43757007_R,7.8813850232,7.6933821473,7.1812744318,7.4512574452,7.1600317218,7.1866882087,7.2497372253,7.2774443874
Orai1,11.4757534703,11.3603396211,11.3554748393,12.4475769422,12.6459369013,11.817627,11.3132347882,10.1993491304
Trim33,9.8671933104,9.4808454121,9.5214984863,9.6283274335,9.3869035441,9.478777052,9.7263223872,9.8221252941
Serpinb3a,6.2270036314,6.2701540793,6.255132424,6.2675858132,6.3600876374,6.3906849969,6.2549455797,6.3518607034
Hax1,13.3489558687,13.0207548623,13.219231093,13.6818164377,13.3990044498,13.2824818183,13.4214178933,12.5832770572
1700019J19Rik,6.4604532169,6.2580029033,6.1259542721,6.4801940296,6.3859122232,6.1737426403,6.2825067166,6.73195647
Gm13021,8.2087513235,7.9632651178,7.9646138331,8.1817325265,8.2558708119,8.0086074345,8.1072324165,8.0475389202
Slc12a7,7.4433480319,7.3166297937,7.5084518502,7.5797077624,7.3338664231,7.3800185771,7.5817660229,7.2719744507
Mlf2,10.2353740558,10.1649067319,11.2512504769,10.4228717239,10.7616929879,11.2029303644,10.6598042419,10.2981092873
Nyap1,6.2975892323,6.4509234375,6.8513266376,6.3964240932,6.3653183175,6.5449416381,6.3693656879,6.9992667176
chr6:12062275-12075800_F,6.3928201737,6.4307668728,6.367659073,6.3380238503,6.4995298424,6.6545058267,6.4260816821,6.1915595184
Il1rl2,6.0922678556,6.0555062275,5.8218679164,6.1035782637,6.1338267223,6.1152039577,5.9686511805,5.9099485148
Rpl18,16.9107563658,17.0894203175,16.8096284056,16.9843922769,16.8796043161,16.7226020139,16.7315278613,16.7246196998
Olfr473,6.0397557261,6.0993896087,6.1254777499,6.0458120656,6.0829210054,6.0527967721,6.1208298429,6.1294918805
BX517124,6.2900543564,6.2442927636,6.2898686168,6.2829921201,6.318102928,6.3792381268,6.1901799699,6.3863352822
chr10:16603950-16794075_F,6.3515637986,6.288004951,6.2363247065,6.384652909,6.2837165322,6.3268489671,6.2677691894,6.2152689332
Slc12a2,11.6769886668,11.3534248231,11.3820224242,12.4352555343,12.5157669072,12.3118998865,12.4851224165,11.4927034131
4930591E09Rik,6.3976479688,6.2159594244,6.2222792127,6.4235831699,6.2503903683,6.3582917203,6.2299770249,6.2635099147
LOC102641533,6.1072272894,6.115933927,6.1702955267,6.167665145,6.071825304,6.0680129948,6.104370461,6.1575249618
Art1,6.3499808706,6.3009886383,6.0364886336,6.2660511183,6.2172669127,6.3415402823,6.2631306312,6.2315541798
Omt2a,6.2232277264,6.1245238552,5.9688602539,6.0759631209,6.0963837449,5.9924325824,6.0331437169,6.0444050977
